id_equipamento,idade_anos,horas_uso_continuo,rpm_medio,temperatura_celsius,houve_quebra
45,1,15,1570.6066879463467,88.89008296130692,0
46,13,8,1608.4964450887628,86.93191779282817,0
47,2,4,1538.5733485849019,84.78860324414286,0
48,8,10,1341.350130937345,81.31691022329315,0
49,7,12,1367.4099864259708,88.34058723597421,0
50,4,9,1608.158035761475,87.92214133268554,0
51,9,12,1227.7618143970055,84.62966956101887,0
52,4,5,1531.3114310430567,82.35096793316356,0
53,6,14,1697.599366002713,90.0470072198641,0
54,6,14,1425.851502342682,91.41739035314484,0
55,9,9,1443.5285168699427,83.70001526380894,0
56,6,1,1751.3485069006065,82.57551065873237,0
57,5,19,1480.1557643054607,90.79197713985111,0
58,4,6,1277.7132782707813,83.10917300577259,0
59,6,9,1402.1856920515952,88.0618218161145,0
60,12,8,1018.2253259314327,78.099473553222,0
61,1,15,1574.2337942687418,90.37273156874029,0
62,3,8,1513.977411863167,91.35301379596181,0
63,13,15,1447.294125205679,91.21913602130589,0
64,6,11,1456.3626711594407,90.96301271471773,0
65,4,19,1907.03991660873,99.75579051364768,0
66,12,1,1461.02522716181,78.92919003231687,0
67,8,11,1619.3605951844363,87.22349363984101,0
68,9,1,1599.8867376840428,84.41853247050327,0
69,11,10,1562.746282955585,87.08243236157092,0
70,13,15,1002.6731500863536,89.38340049402018,0
71,9,6,1677.9496745334418,89.23652583955291,0
72,11,8,1269.0075014961503,80.03694503880546,0
73,10,14,1875.6584081635112,93.01449633709363,0
74,2,13,1726.690528488473,87.7405727656553,0
75,8,8,830.0235170021369,81.84420426612783,0
76,5,10,2013.060494647362,90.050879102504,0
77,4,13,1893.3980911084168,86.93946731856221,0
78,10,6,1880.1794508458004,88.02973892251144,0
79,10,9,1539.3221592482034,88.3597052306258,0
80,3,19,1448.4299421164544,96.96890248658644,0
81,7,15,1553.7833930754177,90.1185140005883,0
82,13,16,1804.9250763335813,95.62288630348245,1
83,2,7,1541.02082780844,82.76007463493363,0
84,11,14,1794.2052743840718,96.3732477833328,1
85,9,12,1303.8960148072133,82.74389355773586,0
86,8,4,1258.5781494215348,80.12277026720018,0
87,7,3,1592.3445591093541,81.15093898179049,0
88,9,3,970.9269146072437,85.89551997019419,0
89,14,18,1311.727663179885,92.4500725743817,0
90,7,17,1742.1172202024243,94.0330342628881,0
91,3,3,2103.0488002218044,86.82173423895698,0
92,1,10,1109.7555759764423,84.48750905547627,0
93,7,6,1554.7056774332827,84.64247360555596,0
94,10,4,1376.002928993879,81.1854114172058,0
95,10,3,1574.0553882531628,81.27341810394746,0
96,13,4,1468.8598920367076,82.12078281391949,0
97,12,13,1033.904977237019,90.74283087828175,0
98,4,4,1748.3379387317664,85.78933338889377,0
99,8,2,1375.2177991392275,77.37000948797706,0
100,14,10,1850.0759458125572,86.54606485448963,0
101,10,3,1454.3604710190457,77.3612221256911,0
102,8,9,1287.5603926919446,83.14570978887494,0
103,11,4,921.8017062192687,81.15437323980933,0
104,6,8,1311.8066954010608,90.28120675846702,0
105,12,15,1487.6429722399628,86.66789577139825,0
106,5,18,1407.0274355883219,100.22827007588175,0
107,4,6,1709.0435792940968,88.98476269901583,0
108,2,18,1477.8739894272956,97.9401969985493,0
109,2,11,1523.5621701101998,91.07076861736513,0
110,10,13,1882.475314634279,95.99546467918407,1
111,14,10,1660.287370303945,87.14546770866292,0
112,9,9,1041.9750664649107,82.00933805248911,0
113,2,2,940.4772652716247,76.28525828642272,0
114,1,5,1467.9019901761014,87.97371680387701,0
115,8,9,1391.6822241723437,87.99363992250188,0
116,8,13,1509.8045300347496,87.74481720243543,0
117,9,16,1460.6900252489925,91.27995185279939,0
118,3,18,1463.4064041383986,87.46672724520737,0
119,1,14,1417.0791798186376,96.68610393560891,0
120,12,17,1244.9914885623934,89.85261992452571,0
121,12,13,1527.1614734894592,90.35253763409732,0
122,14,11,1336.815647159546,86.56277213529964,0
123,1,12,1665.092379083754,92.1185462954055,0
124,2,12,1433.4267761322262,91.21833788418769,0
125,5,4,1594.6636036984974,84.13405275587438,0
126,12,18,1808.8052900933762,95.47466776795928,1
127,10,5,1461.797022658089,84.81977758205115,0
128,5,1,1864.550129545495,82.4062088722662,0
129,14,3,1747.9652736904852,83.77911273019572,0
130,13,5,1250.7039036690373,85.03910473655039,0
131,11,8,1344.6676217889415,86.12978351452821,0
132,8,8,1518.2064234865222,88.73233691879625,0
133,7,11,1511.5288546046238,89.20804641464774,0
134,9,3,1293.0003531423793,79.6943434431364,0
135,12,3,1454.694707251559,89.52825613161126,0
136,3,5,2164.077598294949,92.68351069363978,0
137,3,17,1124.5007519957583,88.9763370985612,0
138,3,2,1503.059705295082,85.70625594280588,0
139,5,13,1634.1714832122354,93.54025915214157,0
140,9,1,1390.5051610370406,81.80170733713221,0
141,10,14,1868.8164819024644,89.84452079047392,0
142,9,11,1438.5389030405036,85.57723857710728,0
143,2,9,1326.3654376428376,89.06170831582033,0
144,14,7,1784.8248607972496,82.44072107536725,0
145,13,14,1257.897512092654,98.01605423407531,1
146,1,3,1686.279827360056,79.77856232259244,0
147,14,12,1746.87674555232,94.95135622519987,0
148,3,17,1098.0017518746777,91.88970021339215,0
149,8,8,1742.2766406855665,86.98499293667207,0
150,10,16,1201.9210385092254,89.68205266167668,0
151,13,2,1521.3851530427582,83.16414218571785,0
152,13,3,1391.651237129827,80.73862731377466,0
153,1,3,1495.8427281298573,79.75663185532922,0
154,11,19,1219.3420640580057,93.18565084940346,0
155,7,12,1278.8841592508932,85.45913331855186,0
156,9,11,1823.347238788981,94.90239730294414,0
157,12,10,1090.2432226310455,80.45736624837156,0
158,11,19,1229.1326694553807,93.96507687163395,0
159,5,16,1359.6566600807587,98.22969446456464,0
160,12,17,1491.1184992082744,95.77925530415787,1
161,9,17,1784.6247089539957,97.69078013651333,1
162,1,12,1345.6555691940275,91.53353288318448,0
163,5,11,723.1804289296045,84.01214746594557,0
164,5,5,1858.689054830865,85.95204643588458,0
165,9,3,1157.0501587601507,77.09209157063698,0
166,4,7,1401.8240799097973,84.07153504801171,0
167,4,9,1037.6889488781244,86.6034039370357,0
168,1,19,1339.1307985400247,89.8847000170763,0
169,2,19,1544.956283182855,93.42036734156295,0
170,5,2,1288.8715340029942,82.00720894629406,0
171,8,9,1634.7588453229025,87.62263111733567,0
172,5,19,1615.476652852656,95.91587468577757,0
173,7,16,1546.9164866238248,91.96473152973054,0
174,3,8,1605.106850538781,87.23343459578336,0
175,14,10,1556.2903647896026,87.35840524889271,0
176,6,7,1714.5639340999292,91.06497173741218,0
177,4,9,1587.1176921191127,88.1075952998759,0
178,9,15,1324.2107732662237,90.50347110949737,0
179,3,15,1258.6130359398871,89.75339168522537,0
180,2,12,1167.2936571690068,90.36941416706395,0
181,1,19,1820.8874889417957,96.85877784387262,0
182,12,19,1571.6115390443056,94.78281816407964,0
183,2,3,1668.6968238293673,88.24275783875862,0
184,5,3,1734.6175972243163,78.72086182570816,0
185,4,11,1908.1232241354187,94.94155360022533,0
186,13,19,1668.2728539868187,95.0462183547324,1
187,5,2,1256.746189592868,83.39395828828421,0
188,11,1,1806.0571388820217,86.55220325779513,0
189,2,6,1628.781041326227,86.80714105400358,0
190,1,10,1450.6232197622287,89.08973274854358,0
191,3,9,1428.8381406669032,90.52075762446576,0
192,11,17,1357.183671359401,93.34618673759473,0
193,5,8,1507.6097992937666,85.14825902249838,0
194,14,15,880.2461522577778,85.63397955643119,0
195,3,9,1904.684138352769,90.45084392753596,0
196,4,10,1201.7059332172412,80.87056576677749,0
197,3,2,1797.8646098055412,85.09574879748753,0
198,14,9,969.5199040808238,83.32532080055914,0
199,10,16,1377.7115210649447,91.46850565970149,0
200,3,1,1465.9663608325454,81.57207305200994,0
201,12,3,1253.3500182243517,81.95885119795692,0
202,12,18,1438.6309347508695,99.82912792937265,1
203,3,9,1254.724892454591,87.51776749569882,0
204,12,5,1824.882354199843,85.6265279106156,0
205,12,17,1700.4772034784842,92.60672798713932,0
206,1,14,1256.0977867582978,90.61953975692273,0
207,13,14,1302.6502682182472,84.35585369801515,0
208,5,9,1385.408328544324,89.52781376396906,0
209,9,3,1646.536954313979,88.6349397908378,0
210,10,9,1594.3946820378953,90.87286691715379,0
211,11,6,1801.5006531135373,87.74635742385114,0
212,11,7,1429.7242723347867,83.54192258909671,0
213,1,1,1441.185056553068,75.91549000127401,0
214,8,17,1963.5725810188687,100.67622428980235,0
215,12,11,1347.7068801545051,85.63482687063421,0
216,2,7,1577.556081498139,82.67716355131996,0
217,4,17,1382.5939498442588,91.61231251279672,0
218,10,7,1268.7590319799115,79.14361288140789,0
219,4,15,1282.938816961057,91.34779645741713,0
220,7,3,1614.4732997547553,84.4880506611815,0
221,7,5,1989.3456152005258,83.19908742129215,0
222,5,5,2039.0024557874422,88.36482850210449,0
223,8,1,1490.9738579235614,77.70943775258081,0
224,13,7,1308.2282164429619,85.49344852267724,0
225,7,9,1314.6692874402022,87.87561079918359,0
226,14,5,1046.4344137309909,78.08028997059547,0
227,2,3,1784.2351186965882,80.27767491687153,0
228,12,14,1885.9148571034275,89.77747443198564,0
229,10,17,1485.1653202246277,98.27796897692599,1
230,8,1,1280.5147479481047,77.26096983845616,0
231,14,10,1484.626056553082,86.88460905043499,0
232,9,7,1510.903363710988,86.2703618693856,0
233,12,4,1280.2132569121743,81.32808166035886,0
234,13,16,1294.2554420748163,92.79447846258779,0
235,11,15,1811.235264250354,93.11211701366713,0
236,3,17,527.4821371759126,82.14153016967046,0
237,14,17,1279.8847467496525,90.83431466353301,0
238,13,19,1890.1476833552756,96.7510667875661,1
239,7,10,1784.7660814366386,95.00137000274407,0
240,9,19,1559.8193763117638,93.93223235240646,0
241,12,18,1143.5485692913885,90.90553434466958,0
242,4,10,1967.4251711405145,92.30168037294091,0
243,7,2,1428.2913718511486,85.45432422810813,0
244,12,4,1135.0029508452155,82.6602716480635,0
245,3,16,1654.492859501982,96.04188201674997,0
246,5,7,1259.1071812027187,80.90223576801591,0
247,12,9,1498.6083349980647,90.78962946306616,0
248,9,7,1728.2526137858313,86.99685920267233,0
249,7,4,1770.831564559551,86.85891614719198,0
250,12,4,1884.8662534386544,86.58611598519826,0
251,12,1,1601.287144558957,85.50315307449618,0
252,7,9,1757.9800738928043,87.94790698362088,0
253,10,17,1726.4549315064141,96.25636664189395,1
254,5,18,1542.5177994657147,97.01943572086469,0
255,11,11,1397.3135671117843,87.7124115827006,0
256,4,19,1621.916623504832,95.07533686646087,0
257,4,19,1314.5238158815898,90.79558182480058,0
258,4,14,1231.286197691897,87.24364494888947,0
259,2,16,1563.9418251227137,90.01160318394548,0
260,1,12,1472.3834889270097,88.79412671713158,0
261,11,14,1388.628460254874,89.88076025444153,0
262,9,10,1538.1977124377556,86.44536732339937,0
263,13,16,1384.289421213104,90.34598048602028,0
264,4,11,1955.833172718081,90.8817710105902,0
265,7,11,1362.41241349948,91.39487294726071,0
266,3,6,1655.6174034560595,86.1587916193083,0
267,11,6,1634.0329754541988,87.72453498742622,0
268,5,10,1367.4445583834122,85.07918591994996,0
269,8,8,863.7686113806255,82.6232457842634,0
270,3,13,1099.301260669596,87.60637349351407,0
271,11,6,1967.55008483776,87.76483377651421,0
272,7,15,2086.384133897477,95.10660729326861,0
273,11,4,1425.525603461146,80.09483965952349,0
274,11,14,1206.5472044569651,88.32935185966285,0
275,13,15,1529.0066604034978,90.296575230624,0
276,8,2,1648.1333918593205,84.44593764811226,0
277,9,13,2066.9986993095326,89.85655532990583,0
278,10,3,1458.7174976907577,87.68642323431331,0
279,12,2,1792.7596205960867,83.14465033905492,0
280,14,1,1542.7720069106358,85.10208321268541,0
281,4,14,1329.4930634375667,85.03955636538512,0
282,14,7,2105.897523104412,94.24123063068348,0
283,7,19,1565.2036997671216,96.71891275087314,0
284,9,18,1987.72853287198,98.0334528309632,1
285,12,18,1460.5232658391938,92.93724720496296,0
286,12,10,1660.0692244857153,87.38708485081116,0
287,2,13,1391.3093896988025,91.553226036427,0
288,6,9,1592.452764091608,85.82408227425772,0
289,2,3,2129.513434862579,87.81148957316894,0
290,11,19,1415.2372345390038,91.87855573503168,0
291,6,18,1335.6964799939637,91.74737106413592,0
292,5,19,1421.1356228803352,92.63129215977058,0
293,7,9,1477.637412801546,80.54090525923924,0
294,12,17,1598.2183727069519,94.72906986275724,0
295,8,19,1509.1870022375545,91.44286265208416,0
296,3,18,1192.3209412952226,89.75340219505243,0
297,3,3,1387.1728514598105,82.58592946573602,0
298,2,8,1500.4082975216365,91.47420424016244,0
299,12,7,1230.1421867093181,80.11063918066492,0
300,10,17,1674.3861539220695,91.27199442595942,0
301,1,5,1130.2421522788873,84.66501253974359,0
302,11,17,1587.9695458125543,92.28475121515747,0
303,11,3,1544.0129830686055,83.36239366691274,0
304,10,4,1452.0107421363102,79.04844446022827,0
305,14,1,1470.4676841549601,81.6386285074567,0
306,2,14,1673.3984311900235,95.27334266137561,0
307,13,9,1544.893664178785,81.45111586378914,0
308,14,15,1396.3614327980722,87.13644912098155,0
309,13,3,1625.1230927887602,78.5626922357067,0
310,1,13,1864.460028022728,95.94539747714434,0
311,9,14,2008.453136351986,94.9824828824489,0
312,13,16,1932.1313596813563,96.64879047897436,1
313,5,19,1581.7306692585853,96.45653672606133,0
314,4,16,1321.227472165751,92.50734384530455,0
315,7,19,1220.0437714520444,89.91065233662445,0
316,11,4,1639.347075985282,80.78335911521596,0
317,6,11,1363.9344275945587,81.41233543340331,0
318,13,13,1841.3065818421528,93.57773209839955,0
319,9,14,1168.788838610467,90.22129937176317,0
320,11,18,716.5666400097648,90.42715209093758,0
321,14,10,1446.1057052257015,88.67984238525233,0
322,3,2,1270.09245220355,79.40214747802592,0
323,6,12,2197.0593908033143,93.12579414358247,0
324,6,16,1348.7541273221445,91.76656389101268,0
325,2,17,1182.8591848195867,96.99547426504431,0
326,8,1,1764.2852954457821,78.89649528918218,0
327,12,3,1742.0071349283276,82.87016152896604,0
328,14,12,1545.274159840162,95.88498357043663,1
329,3,13,1375.445284634224,89.6209597913699,0
330,2,2,1597.5474644099177,83.32954468362001,0
331,3,8,1686.826991174647,90.97725423321197,0
332,4,4,2153.333987420595,83.83838330702906,0
333,11,16,1425.3337733878734,100.43450530241219,1
334,14,13,1785.2715043229591,92.17838444888966,0
335,11,5,1274.7264363201461,80.6882755040322,0
336,14,18,1859.9427390821138,95.16357288732831,1
337,10,8,1382.4221957604368,84.38057210378126,0
338,5,5,1293.3284515309967,81.72379532443591,0
339,10,12,1509.5086939080197,90.49744170987879,0
340,4,8,1198.174191040357,83.23012258391373,0
341,4,17,1231.6477347083635,88.17317485896375,0
342,9,15,1253.5697692676056,90.06682107860784,0
343,7,1,2005.646186454906,83.11291214970107,0
344,12,15,1389.1442100018257,93.51210698045159,0
345,7,14,1716.1050203880889,90.57654436650616,0
346,9,6,1701.3229625563513,80.65254784226929,0
347,12,3,1807.2427169752564,84.84589432874544,0
348,7,13,1089.1699058551199,86.05787253804333,0
349,1,5,1347.329552894955,85.7266251850337,0
350,8,16,1747.924310739503,98.29507476507399,0
351,4,16,1678.9073982332916,89.9628059002957,0
352,14,2,1467.1354086727497,80.79369434765322,0
353,10,4,1762.6958581413564,84.24878039934178,0
354,14,17,1584.951879580636,92.36962322939218,0
355,10,1,2276.6605782461875,88.52687677168706,1
356,14,11,1234.6267165967452,85.82781079511966,0
357,4,9,1381.3375184364072,86.46704217246963,0
358,3,16,1759.3358792828026,92.38262098299012,0
359,10,13,1892.779122459397,93.16756581754808,0
360,6,1,1971.5294413276988,85.71084970837055,0
361,3,19,1594.7550734501356,93.38184456374287,0
362,2,8,1745.0210059224064,90.75553509179146,0
363,10,11,1535.2529356680984,90.69141400539537,0
364,7,13,1276.1762293157215,93.5008421085584,0
365,9,6,2154.206166264751,90.28730764420386,0
366,2,3,1077.127973440794,81.36900595579918,0
367,14,10,1780.537533868884,89.87413585425021,0
368,1,3,1544.6844217423022,81.40139464910285,0
369,10,17,1440.086792298372,96.03483574921474,1
370,9,1,1143.0241165703046,77.35035493972508,0
371,11,8,1546.5897248045123,89.93862982290423,0
372,6,6,1163.7984181995844,83.3360765851647,0
373,1,15,1321.8735612017306,91.15313882980641,0
374,3,16,1332.8551561584095,90.62042211648352,0
375,4,3,1461.6352385796433,88.32864842372496,0
376,5,10,1525.8773476361973,87.33180552090248,0
377,9,8,1407.7528732007604,86.63304873866048,0
378,8,7,1552.666155553931,87.35807067074373,0
379,5,3,982.0175472738598,78.38039344134909,0
380,1,14,1068.696421988148,90.47551474203634,0
381,7,19,1622.0236675952096,97.03349609399685,0
382,10,2,1611.5175748484185,77.34648191811449,0
383,12,19,1354.917803171788,94.67032500884132,0
384,12,7,1077.6528447509108,86.41347824224563,0
385,4,13,1746.1257236260335,91.14095139709994,0
386,6,5,865.2492714895237,74.7619638539893,0
387,12,17,1956.0910717364106,97.62741267139236,1
388,4,13,1539.8149987696866,89.60896027177046,0
389,7,16,1555.1529411398492,94.17179762195687,0
390,8,18,1036.3578959623303,98.67142263395868,0
391,1,7,1313.7977781725974,87.64123138846064,0
392,13,6,1367.384817195221,84.8176815403994,0
393,11,4,1423.5824250852684,74.9973364849476,0
394,9,15,1272.1561106980407,87.3918839305198,0
395,8,15,786.0891704630487,86.34324189652258,0
396,12,15,1664.197189531849,92.87529602154132,0
397,6,7,1704.0941780620574,87.83527111068163,0
398,10,15,1704.1875289627371,91.18109681840902,0
399,7,15,1599.2157922427903,93.12279354748046,0
400,10,14,1596.7894824582042,92.36597178904864,0
401,13,5,1622.4271265216291,89.11858300211934,0
402,11,3,1850.2675114053823,79.2003449585119,0
403,9,12,1267.6767429690742,85.73754453324055,0
404,9,4,1015.4458271421157,75.59201662841936,0
405,7,2,1324.6077166466785,81.40999784624906,0
406,3,7,1512.8333819027764,84.19798393086911,0
407,8,11,1337.818750236403,88.41634913548694,0
408,8,18,1873.9895788894921,96.76794206548364,0
409,14,4,1508.2290103956736,81.68263294225046,0
410,5,2,1275.0041159980628,71.13611280213702,0
411,3,13,1881.398468066749,99.45657156666095,0
412,3,9,1994.0619041483637,90.5908495270872,0
413,3,12,1362.8138258657295,85.09537576028198,0
414,6,16,1415.45711384783,92.69170084925713,0
415,13,9,1540.504124471832,83.79866472154384,0
416,12,10,1621.4026730661562,91.72614841168043,0
417,8,14,1997.1841615373642,92.95947264441367,0
418,9,5,1500.213680215167,86.98536884785875,0
419,9,12,1503.0151082754226,85.56236001134171,0
420,14,3,1420.5252038133415,79.22922179337775,0
421,8,4,1163.1976007240094,77.11521518505381,0
422,14,16,1621.604824431281,93.25325086700929,0
423,5,10,1707.2774247488678,91.17789592313886,0
424,1,4,1337.7694802068108,86.85665902886166,0
425,8,13,1183.0892982656692,87.26888983558521,0
426,13,6,1270.909475603152,81.7480528464716,0
427,1,14,1981.630573387761,95.16261151297078,0
428,2,13,1275.9130801017445,89.17060368320321,0
429,1,8,1418.0296194067187,85.69107902393598,0
430,1,13,2118.2092344253642,94.61765253444412,0
431,3,9,1637.0067015546394,84.27047452306829,0
432,14,5,1410.1806089493384,83.08732045755826,0
433,3,3,1781.914874350374,84.78807347482335,0
434,5,3,1363.849366358945,78.80070753334817,0
435,9,14,1237.104498956232,84.5364372992042,0
436,8,11,1769.862475777307,89.75038394235452,0
437,7,12,1052.8708583851342,89.60641906384318,0
438,11,8,1567.8059371385207,86.97819709790686,0
439,14,17,2093.9282328418003,94.65706127122087,0
440,14,5,1380.8061904524038,79.12575694680017,0
441,13,1,1829.9749138626216,87.4666124285969,0
442,9,13,1583.3508348805206,99.30046597387839,1
443,13,9,1401.2354345460876,86.61352711427112,0
444,6,3,1431.9348063587806,74.69811154032757,0
445,9,9,892.0752811559476,83.40550139083265,0
446,14,12,1248.5433803935136,84.12940174251156,0
447,14,5,1571.137353530818,95.14255351794479,1
448,9,3,1090.7778981407614,76.40557066564156,0
449,7,8,1542.4317213654476,90.16351823765129,0
450,12,12,1912.996434525051,91.79748007099276,0
451,14,7,1406.7896092513563,87.57210484007484,0
452,7,15,1593.424619848372,93.52924591948937,0
453,3,13,1673.5497198523085,93.72239817027983,0
454,10,12,1478.875168522343,86.12267168424044,0
455,1,11,1465.067933532132,93.81674674919094,0
456,7,4,1460.8551579387465,82.34146934561733,0
457,14,2,1310.67605992308,86.36096331278173,0
458,14,9,1448.0060319756403,84.39906654505624,0
459,2,4,1952.6120404601934,83.82836872195082,0
460,12,1,1009.8223039034347,80.54867819409029,0
461,14,8,1723.4926657893056,91.54528470141419,0
462,14,3,1424.8690977355786,83.89638430969946,0
463,11,15,1722.3275713436835,93.24310218644516,0
464,5,2,1330.6405098773782,83.49851238012238,0
465,12,14,1576.1504480002923,88.87371421355157,0
466,2,2,1527.8035618205377,77.98551475865023,0
467,5,12,1958.5633574212256,92.87522578946088,0
468,8,18,1540.286304146178,93.8119138632746,0
469,12,9,1413.4723378697788,90.87445771461633,0
470,12,15,1655.180240492728,95.28428829830432,1
471,12,11,1538.2021337967471,91.48738235463063,0
472,14,6,1363.70670406359,83.08796989378244,0
473,3,13,1234.777256658491,91.42495535561552,0
474,12,17,1296.085265592129,93.82794019970352,0
475,4,3,1844.6256348602253,83.39404252250264,0
476,2,9,1581.8837398449368,86.55556803241026,0
477,8,4,1261.432693944427,79.5253746578623,0
478,9,10,1380.9520798020017,83.12778864739357,0
479,10,12,1597.249910582863,91.85739066569658,0
480,6,16,1713.8261803960315,94.00614010708262,0
481,7,14,1332.9819770117117,86.87493480134272,0
482,14,6,1446.2797137096638,85.44126104090961,0
483,4,12,1467.150084107333,89.89168631624656,0
484,2,17,1615.5706868174975,97.64816553536515,0
485,5,16,1200.403936745757,91.8746975001512,0
486,13,6,1821.3299899445815,87.4358093587818,0
487,8,9,1094.0362921390056,81.95396335286777,0
488,9,7,1545.2541057776916,85.67300361243473,0
489,5,14,2062.918760981585,94.20491133234084,0
490,13,13,931.9027366699698,87.27526961174638,0
491,5,3,1569.971808233787,86.66907963306552,0
492,6,17,1120.112109050343,89.68307444371767,0
493,2,16,1812.9116315242381,94.12153242590291,0
494,6,13,2330.1245082183077,96.85213045237582,1
495,14,11,1768.511406390587,96.03239124641355,1
496,13,12,1794.9968652868001,96.27946856249525,1
497,2,5,1688.5418821591718,86.74384423057171,0
498,5,14,1432.1151441139316,92.09767894136472,0
499,8,1,1606.5310674843488,79.85278949392547,0
500,5,9,1451.841626950478,90.9465129681733,0
501,10,14,1220.9661747284908,88.65625893722698,0
502,1,14,2007.7322479150778,93.25727530069246,0
503,6,9,934.3278929393022,85.22062972354607,0
504,10,13,1708.110818441665,86.92865612115627,0
505,8,15,1703.2159543676207,94.0288249976611,0
506,1,10,2021.780534158211,91.30513256395163,0
507,2,3,1616.1961237929645,85.02203826287001,0
508,2,15,1619.6098886875525,90.51672530274433,0
509,1,11,1994.9032083229524,94.91050330760939,0
510,7,2,1505.5280662841014,87.01116733301163,0
511,5,14,2137.6611953123875,90.90914450696623,0
512,3,12,1272.050200350439,89.70553392241276,0
513,3,10,1342.3327531096713,91.0196983145442,0
514,7,15,1633.3098951465222,96.55470866015054,0
515,7,5,1450.7790757361472,85.66063553678906,0
516,2,10,1612.8556657582412,93.01728346679762,0
517,2,6,1798.3346474836203,88.56941094840597,0
518,8,6,1511.61333925308,89.51729652431018,0
519,8,11,1324.4282099555264,80.51649822516343,0
520,6,16,1536.1912112022978,96.59331817961454,0
521,6,11,1402.5014818390143,86.85867460432867,0
522,5,11,1522.7665527523407,87.3447470484554,0
523,11,7,1898.1885329173879,85.58995161353288,0
524,11,10,2048.189530059355,92.81229961874645,0
525,11,13,1029.713862885204,87.43456764492572,0
526,1,13,1691.1937941058527,91.97014741473872,0
527,5,4,1725.5019599571203,85.4827693070663,0
528,9,7,1034.408764019576,85.87444083652318,0
529,11,18,1773.7691440734377,98.60979143759896,1
530,1,14,1594.9226765113638,92.83113321342748,0
531,13,2,1347.8298109824725,81.05235233271024,0
532,14,15,972.0715048261432,85.90535528723024,0
533,6,7,1647.251197784236,85.15363335004062,0
534,12,10,1540.531988151,89.32420582972829,0
535,11,16,1307.2656955372734,87.2241243902461,0
536,7,12,1695.641374577338,89.17506032485315,0
537,11,13,1583.9615523131454,92.95313619327588,0
538,6,7,1440.667810502609,83.64444944117145,0
539,10,15,1393.3459063362511,92.69951076305999,0
540,14,9,1250.9721992305829,87.95041984971758,0
541,3,8,1616.5686522532988,90.77332751739458,0
542,9,11,1878.7714673465941,93.11495818436666,0
543,7,10,1255.3787512162094,89.99692971580619,0
544,10,18,1062.0205314298669,88.78927806959538,0
545,12,3,1082.1008063525185,79.36638854187775,0
546,8,19,1371.1784282575527,97.82279592296021,0
547,5,18,1206.2260058325194,93.50717701596143,0
548,12,2,1426.6445743413447,79.2690105247176,0
549,7,5,1231.28427800268,76.66745604255107,0
550,12,13,1208.8994632300096,87.77250497636099,0
551,12,13,1863.6014620224973,91.49697377790129,0
552,5,4,1286.763158829769,79.71770491777644,0
553,9,3,1185.8643239251617,84.5201334234728,0
554,7,16,1538.9591198461092,90.6747994379634,0
555,3,2,1477.770136052155,76.9222024892572,0
556,12,5,1406.5605895444778,77.1185992679047,0
557,5,10,1269.9753424370351,87.29666134196951,0
558,6,7,1612.5160210204497,92.73327782319812,0
559,10,8,1797.7402630578893,96.89300981548664,1
560,2,2,1465.662517474956,73.27126660823038,0
561,4,11,1242.5753316136063,81.84287515065391,0
562,10,4,2162.6749216326,82.8185214861274,0
563,10,17,1834.0240040317356,100.74679039027377,1
